6239 = number of voxels 
9 = number of ROIs 
X-MNI,Y-MNI,Z-MNI,Lobe,Structure,Brodmann area,ROI-number [1...9] (if zero then not included in any ROI) 
5,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,1
5,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,1
5,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,1
5,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,1
5,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,1
5,-70,25,Parietal Lobe,Precuneus,Brodmann area 31,2
5,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,1
5,-60,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
5,-55,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
5,-50,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,6
5,-45,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,6
5,-40,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,6
5,-35,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,6
5,-30,25,Limbic Lobe,Posterior Cingulate,Brodmann area 23,6
5,10,25,Limbic Lobe,Anterior Cingulate,Brodmann area 33,0
5,15,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
5,20,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
5,25,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
5,30,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
5,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
5,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
5,45,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
5,50,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
5,55,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,4
5,60,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 10,4
10,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,1
10,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,1
10,-85,25,Occipital Lobe,Cuneus,Brodmann area 19,1
10,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,1
10,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,1
10,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,1
10,-60,25,Occipital Lobe,Precuneus,Brodmann area 31,1
10,20,25,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
10,25,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
10,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
10,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
10,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,4
15,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,1
15,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,1
15,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,1
15,-80,25,Occipital Lobe,Cuneus,Brodmann area 18,1
15,-75,25,Occipital Lobe,Precuneus,Brodmann area 31,1
15,-70,25,Parietal Lobe,Precuneus,Brodmann area 31,2
15,-65,25,Occipital Lobe,Precuneus,Brodmann area 31,1
15,-60,25,Occipital Lobe,Precuneus,Brodmann area 31,1
15,-45,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
15,35,25,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
15,40,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
15,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,4
15,60,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
20,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,1
20,-85,25,Occipital Lobe,Cuneus,Brodmann area 18,1
20,-80,25,Occipital Lobe,Precuneus,Brodmann area 31,1
20,-45,25,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
20,35,25,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
20,55,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
20,60,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
25,-95,25,Occipital Lobe,Cuneus,Brodmann area 19,1
25,-85,25,Occipital Lobe,Cuneus,Brodmann area 31,1
25,45,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
25,50,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
25,55,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
30,-90,25,Occipital Lobe,Cuneus,Brodmann area 19,1
30,-85,25,Occipital Lobe,Cuneus,Brodmann area 19,1
30,45,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
30,50,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
30,55,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
35,-85,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,1
35,-80,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,1
35,-75,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,1
35,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
35,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
35,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
35,45,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
35,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
40,-85,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,1
40,-80,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,1
40,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
40,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
40,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
40,-55,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
40,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
40,45,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
40,50,25,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
45,-80,25,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,1
45,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
45,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
45,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
45,-55,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
45,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
45,15,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
45,30,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,4
45,40,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,4
50,-75,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
50,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
50,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
50,-50,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
50,-30,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
50,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
50,0,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
50,15,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
50,20,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,4
50,25,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,4
50,30,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,4
55,-65,25,Temporal Lobe,Middle Temporal Gyrus,Brodmann area 39,3
55,-60,25,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
55,-50,25,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,3
55,-45,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
55,-35,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
55,-30,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
55,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
55,0,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
55,10,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,4
55,20,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
55,25,25,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 46,4
60,-55,25,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,2
60,-50,25,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,3
60,-45,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
60,-35,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
60,-30,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
60,-10,25,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
60,0,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
60,5,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
60,10,25,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 45,4
65,-50,25,Temporal Lobe,Supramarginal Gyrus,Brodmann area 40,3
65,-45,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
65,-40,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
65,-35,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
65,-25,25,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
65,-15,25,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
65,-10,25,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
65,-5,25,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-65,-45,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,2
-65,-40,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-65,-35,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-65,-30,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-65,-25,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-65,-20,30,Parietal Lobe,Postcentral Gyrus,Brodmann area 1,2
-65,-15,30,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-65,-10,30,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-65,-5,30,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-60,-55,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,2
-60,-50,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,2
-60,-45,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,2
-60,-40,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-60,-35,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-60,-30,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-60,-25,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-60,-20,30,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
-60,-15,30,Parietal Lobe,Postcentral Gyrus,Brodmann area 3,2
-60,-10,30,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-60,0,30,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-60,5,30,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-60,10,30,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
-55,-65,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 39,2
-55,-60,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,2
-55,-55,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,2
-55,-50,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,2
-55,-45,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-55,-40,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,2
-55,-35,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-55,-30,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-55,-25,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-55,-20,30,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
-55,-15,30,Frontal Lobe,Precentral Gyrus,Brodmann area 4,4
-55,0,30,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-55,5,30,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
-55,15,30,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
-55,20,30,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 9,4
-50,-75,30,Temporal Lobe,Angular Gyrus,Brodmann area 39,3
-50,-70,30,Parietal Lobe,Angular Gyrus,Brodmann area 39,2
-50,-65,30,Parietal Lobe,Angular Gyrus,Brodmann area 39,2
-50,-60,30,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
-50,-55,30,Parietal Lobe,Supramarginal Gyrus,Brodmann area 40,2
-50,-30,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-50,-25,30,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
-50,0,30,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-50,5,30,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
-50,10,30,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
-50,15,30,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 9,4
-45,-80,30,Temporal Lobe,Angular Gyrus,Brodmann area 39,3
-45,-75,30,Temporal Lobe,Angular Gyrus,Brodmann area 39,3
-45,-70,30,Parietal Lobe,Angular Gyrus,Brodmann area 39,2
-45,-60,30,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
-45,-30,30,Parietal Lobe,Inferior Parietal Lobule,Brodmann area 40,2
-45,0,30,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-45,5,30,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
-45,10,30,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
-40,-85,30,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,1
-40,-80,30,Temporal Lobe,Angular Gyrus,Brodmann area 39,3
-40,-60,30,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
-40,-30,30,Parietal Lobe,Postcentral Gyrus,Brodmann area 2,2
-40,0,30,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-40,45,30,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
-35,-85,30,Occipital Lobe,Superior Occipital Gyrus,Brodmann area 19,1
-35,-80,30,Temporal Lobe,Angular Gyrus,Brodmann area 39,3
-35,-60,30,Temporal Lobe,Superior Temporal Gyrus,Brodmann area 39,3
-35,0,30,Frontal Lobe,Precentral Gyrus,Brodmann area 6,4
-35,5,30,Frontal Lobe,Inferior Frontal Gyrus,Brodmann area 9,4
-35,45,30,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
-35,50,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-30,-90,30,Occipital Lobe,Cuneus,Brodmann area 19,1
-30,-85,30,Occipital Lobe,Cuneus,Brodmann area 19,1
-30,-60,30,Temporal Lobe,Sub-Gyral,Brodmann area 39,3
-30,35,30,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 9,4
-30,40,30,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 9,4
-30,45,30,Frontal Lobe,Middle Frontal Gyrus,Brodmann area 10,4
-30,50,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-25,-90,30,Occipital Lobe,Cuneus,Brodmann area 19,1
-25,-85,30,Occipital Lobe,Cuneus,Brodmann area 19,1
-25,45,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-25,50,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-25,55,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-20,-90,30,Occipital Lobe,Cuneus,Brodmann area 19,1
-20,-85,30,Occipital Lobe,Cuneus,Brodmann area 19,1
-20,-80,30,Occipital Lobe,Cuneus,Brodmann area 7,1
-20,-65,30,Parietal Lobe,Precuneus,Brodmann area 7,2
-20,-45,30,Parietal Lobe,Precuneus,Brodmann area 31,2
-20,35,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-20,45,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-20,55,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-15,-95,30,Occipital Lobe,Cuneus,Brodmann area 19,1
-15,-85,30,Occipital Lobe,Cuneus,Brodmann area 19,1
-15,-80,30,Occipital Lobe,Cuneus,Brodmann area 7,1
-15,-75,30,Occipital Lobe,Cuneus,Brodmann area 7,1
-15,-70,30,Parietal Lobe,Precuneus,Brodmann area 7,2
-15,-60,30,Limbic Lobe,Precuneus,Brodmann area 31,0
-15,-45,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-15,30,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 32,4
-15,35,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-15,40,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-15,55,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,4
-10,-80,30,Occipital Lobe,Cuneus,Brodmann area 19,1
-10,-75,30,Occipital Lobe,Cuneus,Brodmann area 7,1
-10,-70,30,Occipital Lobe,Cuneus,Brodmann area 7,1
-10,-65,30,Parietal Lobe,Precuneus,Brodmann area 7,2
-10,-60,30,Occipital Lobe,Precuneus,Brodmann area 31,1
-10,-55,30,Parietal Lobe,Precuneus,Brodmann area 31,2
-10,-50,30,Parietal Lobe,Precuneus,Brodmann area 31,2
-10,-45,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-10,15,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-10,25,30,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
-10,30,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
-10,35,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-10,40,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-10,45,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-10,50,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,4
-10,60,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
-5,-90,30,Occipital Lobe,Cuneus,Brodmann area 19,1
-5,-85,30,Occipital Lobe,Cuneus,Brodmann area 19,1
-5,-80,30,Occipital Lobe,Cuneus,Brodmann area 19,1
-5,-75,30,Occipital Lobe,Cuneus,Brodmann area 7,1
-5,-70,30,Occipital Lobe,Cuneus,Brodmann area 7,1
-5,-65,30,Parietal Lobe,Precuneus,Brodmann area 7,2
-5,-60,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-5,-50,30,Parietal Lobe,Precuneus,Brodmann area 31,2
-5,-45,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-5,-40,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
-5,-35,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,0
-5,-30,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,0
-5,-25,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,0
-5,-20,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,0
-5,-15,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,0
-5,-10,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-5,-5,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-5,0,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-5,10,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-5,15,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
-5,20,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
-5,25,30,Limbic Lobe,Anterior Cingulate,Brodmann area 24,0
-5,30,30,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
-5,35,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
-5,40,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-5,45,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-5,50,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
-5,55,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,4
-5,60,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
0,-85,30,Occipital Lobe,Cuneus,Brodmann area 19,1
0,-75,30,Occipital Lobe,Cuneus,Brodmann area 7,1
0,-70,30,Occipital Lobe,Cuneus,Brodmann area 7,1
0,-65,30,Parietal Lobe,Precuneus,Brodmann area 7,2
0,-60,30,Parietal Lobe,Precuneus,Brodmann area 7,2
0,-55,30,Parietal Lobe,Precuneus,Brodmann area 31,2
0,-50,30,Parietal Lobe,Precuneus,Brodmann area 31,2
0,-45,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
0,-40,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
0,-35,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,0
0,-30,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,0
0,-25,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,0
0,-20,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,0
0,15,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
0,40,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
0,45,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
0,50,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
5,-90,30,Occipital Lobe,Cuneus,Brodmann area 19,1
5,-85,30,Occipital Lobe,Cuneus,Brodmann area 19,1
5,-80,30,Occipital Lobe,Cuneus,Brodmann area 19,1
5,-75,30,Occipital Lobe,Cuneus,Brodmann area 7,1
5,-70,30,Occipital Lobe,Cuneus,Brodmann area 7,1
5,-65,30,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-60,30,Parietal Lobe,Precuneus,Brodmann area 7,2
5,-55,30,Parietal Lobe,Precuneus,Brodmann area 31,2
5,-50,30,Parietal Lobe,Precuneus,Brodmann area 31,2
5,-45,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
5,-40,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
5,-35,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,0
5,-30,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,0
5,-25,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,0
5,-20,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,0
5,-15,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 23,0
5,-10,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
5,-5,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
5,0,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
5,5,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
5,10,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
5,15,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
5,20,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
5,25,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
5,30,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
5,35,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
5,40,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
5,45,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
5,50,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
5,55,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,4
5,60,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
10,-90,30,Occipital Lobe,Cuneus,Brodmann area 19,1
10,-80,30,Occipital Lobe,Cuneus,Brodmann area 19,1
10,-75,30,Occipital Lobe,Cuneus,Brodmann area 7,1
10,-70,30,Occipital Lobe,Cuneus,Brodmann area 7,1
10,-65,30,Parietal Lobe,Precuneus,Brodmann area 7,2
10,-60,30,Occipital Lobe,Precuneus,Brodmann area 31,1
10,-55,30,Parietal Lobe,Precuneus,Brodmann area 31,2
10,-50,30,Parietal Lobe,Precuneus,Brodmann area 31,2
10,-45,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
10,15,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 24,0
10,20,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
10,25,30,Limbic Lobe,Anterior Cingulate,Brodmann area 32,0
10,30,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
10,35,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
10,40,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
10,45,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
10,50,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,4
10,55,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,4
10,60,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
15,-85,30,Occipital Lobe,Cuneus,Brodmann area 19,1
15,-80,30,Occipital Lobe,Cuneus,Brodmann area 19,1
15,-75,30,Occipital Lobe,Cuneus,Brodmann area 7,1
15,-70,30,Parietal Lobe,Precuneus,Brodmann area 7,2
15,-60,30,Occipital Lobe,Precuneus,Brodmann area 31,1
15,-55,30,Parietal Lobe,Precuneus,Brodmann area 31,2
15,-50,30,Parietal Lobe,Precuneus,Brodmann area 31,2
15,-45,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 31,0
15,30,30,Limbic Lobe,Cingulate Gyrus,Brodmann area 32,0
15,35,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
15,40,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
15,50,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,4
15,60,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 10,4
20,-90,30,Occipital Lobe,Cuneus,Brodmann area 19,1
20,-85,30,Occipital Lobe,Cuneus,Brodmann area 19,1
20,-80,30,Occipital Lobe,Cuneus,Brodmann area 7,1
20,-65,30,Parietal Lobe,Precuneus,Brodmann area 7,2
20,-45,30,Parietal Lobe,Precuneus,Brodmann area 31,2
20,30,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
20,35,30,Frontal Lobe,Medial Frontal Gyrus,Brodmann area 9,4
20,55,30,Frontal Lobe,Superior Frontal Gyrus,Brodmann area 9,4
